CodiProv CodiDiagnost dies sexe
13 0205 -99 H
13 0206 -99 H
13 0207 1129 H
13 0208 2923 H
13 0209 11256 H
13 0210 188 H
13 0211 287 H
13 0212 -99 H
13 0213 1375 H
13 0301 1306 H
13 0302 586 H
13 0401 1135 H
13 0402 1116 H
13 0501 129 H
13 0502 372 H
13 0503 362 H
13 0504 2788 H
13 0505 1902 H
13 0506 2152 H
13 0601 26 H
13 0602 41 H
13 0603 604 H
13 0604 406 H
13 0605 2981 H
13 0701 9 H
13 0702 641 H
13 0800 298 H
13 0901 741 H
13 0902 663 H
13 0903 3403 H
13 0904 1509 H
13 0905 1052 H
13 0906 2117 H
13 0907 6963 H
13 0908 6296 H
13 0909 1065 H
13 0910 33 H
13 0911 3469 H
13 1001 1100 H
13 1002 8746 H
13 1003 3568 H
13 1004 235 H
13 1005 753 H
13 1006 10324 H
13 1007 435 H
13 1008 12958 H
13 1101 177 H
13 1102 195 H
13 1103 607 H
13 1104 662 H
13 1105 565 H
13 1106 1054 H
13 1107 589 H
13 1108 817 H
13 1109 785 H
13 1110 875 H
13 1111 1980 H
13 1112 961 H
13 1113 606 H
13 1114 1409 H
13 1115 1294 H
13 1116 881 H
13 1117 3472 H
13 1118 1439 H
13 1119 2868 H
13 1120 2408 H
13 1201 929 H
13 1202 78 H
13 1203 735 H
13 1301 815 H
13 1302 1474 H
13 1303 286 H
13 1304 586 H
13 1305 351 H
13 1306 734 H
13 1307 677 H
13 1308 155 H
13 1309 589 H
13 1310 803 H
13 1401 852 H
13 1402 1894 H
13 1403 690 H
13 1404 5287 H
13 1405 864 H
13 1406 656 H
13 1407 19 H
13 1408 -99 H
13 1409 -99 H
13 1410 286 H
13 1501 -99 H
13 1502 -99 H
13 1503 -99 H
13 1504 -99 H
13 1505 -99 H
13 1506 -99 H
13 1507 -99 H
13 1508 -99 H
13 1601 2526 H
13 1602 1979 H
13 1700 701 H
13 1801 562 H
13 1802 500 H
13 1803 -99 H
13 1804 5989 H
13 1901 1149 H
13 1902 340 H
13 1903 194 H
13 1904 2242 H
13 1905 489 H
13 1906 2377 H
13 1907 26 H
13 1908 537 H
13 1909 3751 H
13 1911 516 H
13 2101 60 H
13 2102 1 H
13 2103 -99 H
13 2104 337 H
13 2105 802 H
13 9998 -99 H
13 0101 535 M
13 0102 86 M
13 0103 230 M
13 0104 2979 M
13 0105 28 M
13 0106 1355 M
13 0201 2517 M
13 0202 753 M
13 0203 260 M
13 0204 1807 M
13 0205 684 M
13 0206 675 M
13 0207 -99 M
13 0208 248 M
13 0209 6919 M
13 0210 174 M
13 0211 165 M
13 0212 701 M
13 0213 1298 M
13 0301 1419 M
13 0302 745 M
13 0401 837 M
13 0402 2234 M
13 0501 94 M
13 0502 46 M
13 0503 132 M
13 0504 2442 M
13 0505 2832 M
13 0506 6312 M
13 0601 52 M
13 0602 132 M
13 0603 620 M
13 0604 437 M
13 0605 2481 M
13 0701 11 M
13 0702 501 M
13 0800 397 M
13 0901 1359 M
13 0902 517 M
13 0903 1471 M
13 0904 492 M
13 0905 1506 M
13 0906 2556 M
13 0907 8811 M
13 0908 4943 M
13 0909 294 M
13 0910 17 M
13 0911 2350 M
13 1001 982 M
13 1002 6680 M
13 1003 5391 M
13 1004 184 M
13 1005 484 M
13 1006 2303 M
13 1007 1170 M
13 1008 12136 M
13 1101 140 M
13 1102 194 M
13 1103 407 M
13 1104 392 M
13 1105 522 M
13 1106 824 M
13 1107 98 M
13 1108 1316 M
13 1109 530 M
13 1110 1134 M
13 1111 1741 M
13 1112 954 M
13 1113 356 M
13 1114 1234 M
13 1115 102 M
13 1116 709 M
13 1117 3874 M
13 1118 1391 M
13 1119 2241 M
13 1120 1822 M
13 1201 1022 M
13 1202 56 M
13 1203 716 M
13 1301 591 M
13 1302 3005 M
13 1303 113 M
13 1304 582 M
13 1305 242 M
13 1306 1015 M
13 1307 629 M
13 1308 276 M
13 1309 518 M
13 1310 596 M
13 1401 1343 M
13 1402 1914 M
13 1403 567 M
13 1404 5748 M
13 1405 -99 M
13 1406 -99 M
13 1407 194 M
13 1408 356 M
13 1409 142 M
13 1410 1406 M
13 1501 1 M
13 1502 530 M
13 1503 10641 M
13 1504 3352 M
13 1505 655 M
13 1506 2 M
13 1507 217 M
13 1508 870 M
13 1601 1763 M
13 1602 1292 M
13 1700 295 M
13 1801 381 M
13 1802 860 M
13 1803 -99 M
13 1804 5022 M
13 1901 564 M
13 1902 166 M
13 1903 307 M
13 1904 4760 M
13 1905 493 M
13 1906 1778 M
13 1907 8 M
13 1908 787 M
13 1909 3106 M
13 1911 271 M
13 2101 13 M
13 2102 15 M
13 2103 -99 M
13 2104 239 M
13 2105 881 M
13 9999 12 M
16 0101 89 H
16 0102 43 H
16 0103 4 H
16 0104 1327 H
16 0105 -99 H
16 0106 269 H
16 0201 1266 H
16 0202 337 H
16 0203 33 H
16 0204 16 H
16 0205 -99 H
16 0206 -99 H
16 0207 156 H
16 0208 391 H
16 0209 1724 H
16 0210 9 H
16 0211 71 H
16 0212 -99 H
16 0213 343 H
16 0301 292 H
16 0302 84 H
16 0401 376 H
16 0402 253 H
16 0501 42 H
16 0502 120 H
16 0503 60 H
16 0504 570 H
16 0505 306 H
16 0506 294 H
16 0601 10 H
16 0602 31 H
16 0603 246 H
16 0604 317 H
16 0605 818 H
16 0701 14 H
16 0702 217 H
16 0800 109 H
16 0901 227 H
16 0902 131 H
16 0903 519 H
16 0904 103 H
16 0905 215 H
16 0906 450 H
16 0907 1979 H
16 0908 1434 H
16 0909 444 H
16 0910 51 H
16 0911 799 H
16 1001 308 H
16 1002 1609 H
16 1003 1502 H
16 1004 18 H
16 1005 97 H
16 1006 2553 H
16 1007 39 H
16 1008 2166 H
16 1101 14 H
16 1102 25 H
16 1103 155 H
16 1104 224 H
16 1105 124 H
16 1106 491 H
16 1107 296 H
16 1108 384 H
16 1109 86 H
16 1110 365 H
16 1111 380 H
16 1112 318 H
16 1113 380 H
16 1114 499 H
16 1115 320 H
16 1116 173 H
16 1117 1042 H
16 1118 366 H
16 1119 557 H
16 1120 735 H
16 1201 216 H
16 1202 2 H
16 1203 154 H
16 1301 170 H
16 1302 288 H
16 1303 92 H
16 1304 200 H
16 1305 64 H
16 1306 158 H
16 1307 51 H
16 1308 85 H
16 1309 156 H
16 1310 124 H
16 1401 60 H
16 1402 584 H
16 1403 213 H
16 1404 1117 H
16 1405 127 H
16 1406 249 H
16 1407 -99 H
16 1408 -99 H
16 1409 -99 H
16 1410 10 H
16 1501 -99 H
16 1502 -99 H
16 1503 -99 H
16 1504 -99 H
16 1505 -99 H
16 1506 -99 H
16 1507 -99 H
16 1508 -99 H
16 1601 123 H
16 1602 189 H
16 1700 21 H
16 1801 194 H
16 1802 252 H
16 1803 -99 H
16 1804 2567 H
16 1901 364 H
16 1902 131 H
16 1903 82 H
16 1904 730 H
16 1905 141 H
16 1906 812 H
16 1907 3 H
16 1908 164 H
16 1909 740 H
16 1911 219 H
16 2101 3 H
16 2102 -99 H
16 2103 -99 H
16 2104 232 H
16 2105 241 H
16 9998 -99 H
16 0101 90 M
16 0102 117 M
16 0103 44 M
16 0104 1114 M
16 0105 -99 M
16 0106 238 M
16 0201 570 M
16 0202 65 M
16 0203 55 M
16 0204 502 M
16 0205 114 M
16 0206 85 M
16 0207 -99 M
16 0208 43 M
16 0209 917 M
16 0210 78 M
16 0211 40 M
16 0212 152 M
16 0213 243 M
16 0301 494 M
16 0302 114 M
16 0401 111 M
16 0402 365 M
16 0501 72 M
16 0502 31 M
16 0503 -99 M
16 0504 526 M
16 0505 396 M
16 0506 270 M
16 0601 18 M
16 0602 71 M
16 0603 210 M
16 0604 348 M
16 0605 638 M
16 0701 9 M
16 0702 244 M
16 0800 119 M
16 0901 432 M
16 0902 96 M
16 0903 123 M
16 0904 38 M
16 0905 388 M
16 0906 428 M
16 0907 1595 M
16 0908 1157 M
16 0909 49 M
16 0910 7 M
16 0911 326 M
16 1001 296 M
16 1002 1369 M
16 1003 2062 M
16 1004 30 M
16 1005 88 M
16 1006 468 M
16 1007 112 M
16 1008 1768 M
16 1101 21 M
16 1102 39 M
16 1103 58 M
16 1104 170 M
16 1105 61 M
16 1106 268 M
16 1107 30 M
16 1108 495 M
16 1109 44 M
16 1110 425 M
16 1111 813 M
16 1112 342 M
16 1113 172 M
16 1114 378 M
16 1115 13 M
16 1116 139 M
16 1117 1324 M
16 1118 316 M
16 1119 504 M
16 1120 497 M
16 1201 236 M
16 1202 22 M
16 1203 241 M
16 1301 161 M
16 1302 277 M
16 1303 31 M
16 1304 167 M
16 1305 39 M
16 1306 103 M
16 1307 56 M
16 1308 104 M
16 1309 117 M
16 1310 51 M
16 1401 224 M
16 1402 412 M
16 1403 246 M
16 1404 793 M
16 1405 -99 M
16 1406 -99 M
16 1407 43 M
16 1408 91 M
16 1409 34 M
16 1410 239 M
16 1501 -99 M
16 1502 219 M
16 1503 1718 M
16 1504 680 M
16 1505 96 M
16 1506 -99 M
16 1507 105 M
16 1508 106 M
16 1601 141 M
16 1602 124 M
16 1700 62 M
16 1801 203 M
16 1802 397 M
16 1803 -99 M
16 1804 1956 M
16 1901 333 M
16 1902 50 M
16 1903 53 M
16 1904 1954 M
16 1905 137 M
16 1906 673 M
16 1907 4 M
16 1908 156 M
16 1909 511 M
16 1911 162 M
16 2101 14 M
16 2102 -99 M
16 2103 -99 M
16 2104 100 M
16 2105 204 M
16 9999 2 M
19 0101 285 H
19 0102 36 H
19 0103 87 H
19 0104 2086 H
19 0105 93 H
19 0106 664 H
19 0201 1159 H
19 0202 519 H
19 0203 105 H
19 0204 7 H
19 0205 -99 H
19 0206 -99 H
19 0207 528 H
19 0208 866 H
19 0209 3604 H
19 0210 68 H
19 0211 64 H
19 0212 -99 H
19 0213 352 H
19 0301 485 H
19 0302 480 H
19 0401 459 H
19 0402 593 H
19 0501 44 H
19 0502 233 H
19 0503 351 H
19 0504 6313 H
19 0505 832 H
19 0506 3495 H
19 0601 12 H
19 0602 10 H
19 0603 112 H
19 0604 105 H
19 0605 609 H
19 0701 11 H
19 0702 31 H
19 0800 100 H
19 0901 611 H
19 0902 116 H
19 0903 951 H
19 0904 330 H
19 0905 428 H
19 0906 955 H
19 0907 2426 H
19 0908 1517 H
19 0909 318 H
19 0910 9 H
19 0911 981 H
19 1001 547 H
19 1002 2507 H
19 1003 1204 H
19 1004 81 H
19 1005 102 H
19 1006 3330 H
19 1007 127 H
19 1008 2249 H
19 1101 21 H
19 1102 55 H
19 1103 146 H
19 1104 183 H
19 1105 108 H
19 1106 379 H
19 1107 433 H
19 1108 464 H
19 1109 154 H
19 1110 450 H
19 1111 617 H
19 1112 393 H
19 1113 399 H
19 1114 279 H
19 1115 445 H
19 1116 289 H
19 1117 1314 H
19 1118 717 H
19 1119 932 H
19 1120 1132 H
19 1201 443 H
19 1202 13 H
19 1203 310 H
19 1301 306 H
19 1302 362 H
19 1303 103 H
19 1304 289 H
19 1305 76 H
19 1306 328 H
19 1307 236 H
19 1308 90 H
19 1309 130 H
19 1310 579 H
19 1401 428 H
19 1402 527 H
19 1403 197 H
19 1404 2205 H
19 1405 427 H
19 1406 591 H
19 1407 3 H
19 1408 -99 H
19 1409 -99 H
19 1410 165 H
19 1501 -99 H
19 1502 -99 H
19 1503 -99 H
19 1504 -99 H
19 1505 -99 H
19 1506 -99 H
19 1507 -99 H
19 1508 -99 H
19 1601 305 H
19 1602 290 H
19 1700 88 H
19 1801 180 H
19 1802 147 H
19 1803 -99 H
19 1804 1810 H
19 1901 326 H
19 1902 52 H
19 1903 107 H
19 1904 934 H
19 1905 98 H
19 1906 1060 H
19 1907 2 H
19 1908 214 H
19 1909 1300 H
19 1911 516 H
19 2101 75 H
19 2102 -99 H
19 2103 -99 H
19 2104 4406 H
19 2105 690 H
19 9998 -99 H
19 0101 300 M
19 0102 34 M
19 0103 52 M
19 0104 859 M
19 0105 45 M
19 0106 564 M
19 0201 658 M
19 0202 109 M
19 0203 49 M
19 0204 554 M
19 0205 195 M
19 0206 162 M
19 0207 -99 M
19 0208 172 M
19 0209 2630 M
19 0210 55 M
19 0211 44 M
19 0212 68 M
19 0213 515 M
19 0301 525 M
19 0302 197 M
19 0401 339 M
19 0402 619 M
19 0501 1855 M
19 0502 98 M
19 0503 85 M
19 0504 4664 M
19 0505 1320 M
19 0506 10534 M
19 0601 12 M
19 0602 48 M
19 0603 175 M
19 0604 133 M
19 0605 589 M
19 0701 8 M
19 0702 63 M
19 0800 70 M
19 0901 792 M
19 0902 167 M
19 0903 271 M
19 0904 186 M
19 0905 487 M
19 0906 876 M
19 0907 2687 M
19 0908 1550 M
19 0909 112 M
19 0910 13 M
19 0911 529 M
19 1001 866 M
19 1002 2442 M
19 1003 1321 M
19 1004 59 M
19 1005 79 M
19 1006 710 M
19 1007 247 M
19 1008 1947 M
19 1101 18 M
19 1102 45 M
19 1103 160 M
19 1104 96 M
19 1105 91 M
19 1106 296 M
19 1107 38 M
19 1108 469 M
19 1109 195 M
19 1110 615 M
19 1111 435 M
19 1112 284 M
19 1113 115 M
19 1114 699 M
19 1115 106 M
19 1116 298 M
19 1117 1351 M
19 1118 532 M
19 1119 493 M
19 1120 681 M
19 1201 403 M
19 1202 20 M
19 1203 362 M
19 1301 248 M
19 1302 565 M
19 1303 28 M
19 1304 260 M
19 1305 74 M
19 1306 401 M
19 1307 224 M
19 1308 117 M
19 1309 274 M
19 1310 995 M
19 1401 704 M
19 1402 506 M
19 1403 143 M
19 1404 1430 M
19 1405 -99 M
19 1406 -99 M
19 1407 68 M
19 1408 141 M
19 1409 32 M
19 1410 345 M
19 1501 3 M
19 1502 114 M
19 1503 3506 M
19 1504 705 M
19 1505 47 M
19 1506 -99 M
19 1507 74 M
19 1508 338 M
19 1601 191 M
19 1602 273 M
19 1700 39 M
19 1801 126 M
19 1802 350 M
19 1803 -99 M
19 1804 1888 M
19 1901 324 M
19 1902 24 M
19 1903 48 M
19 1904 2370 M
19 1905 303 M
19 1906 531 M
19 1907 2 M
19 1908 285 M
19 1909 950 M
19 1911 506 M
19 2101 20 M
19 2102 3 M
19 2103 -99 M
19 2104 1784 M
19 2105 534 M
19 9999 2 M
45 0101 862 H
45 0102 198 H
45 0103 499 H
45 0104 5869 H
45 0105 151 H
45 0106 1439 H
45 0201 4615 H
45 0202 3502 H
45 0203 140 H
45 0204 5 H
45 0205 -99 H
45 0206 -99 H
45 0207 1124 H
45 0208 1845 H
45 0209 11579 H
45 0210 89 H
45 0211 265 H
45 0212 -99 H
45 0213 2683 H
45 0301 1223 H
45 0302 937 H
45 0401 1134 H
45 0402 1051 H
45 0501 76 H
45 0502 637 H
45 0503 444 H
45 0504 5444 H
45 0505 2340 H
45 0506 2666 H
45 0601 33 H
45 0602 33 H
45 0603 251 H
45 0604 586 H
45 0605 14618 H
45 0701 3 H
45 0702 291 H
45 0800 200 H
45 0901 533 H
45 0902 583 H
45 0903 3626 H
45 0904 2546 H
45 0905 1047 H
45 0906 2256 H
45 0907 6861 H
45 0908 9653 H
45 0909 1723 H
45 0910 35 H
45 0911 4866 H
45 1001 835 H
45 1002 12063 H
45 1003 6921 H
45 1004 115 H
45 1005 655 H
45 1006 9662 H
45 1007 440 H
45 1008 5137 H
45 1101 70 H
45 1102 280 H
45 1103 309 H
45 1104 445 H
45 1105 458 H
45 1106 1279 H
45 1107 861 H
45 1108 817 H
45 1109 806 H
45 1110 920 H
45 1111 1482 H
45 1112 886 H
45 1113 1170 H
45 1114 837 H
45 1115 711 H
45 1116 799 H
45 1117 2929 H
45 1118 1541 H
45 1119 1902 H
45 1120 2026 H
45 1201 632 H
45 1202 20 H
45 1203 1194 H
45 1301 734 H
45 1302 1002 H
45 1303 204 H
45 1304 614 H
45 1305 268 H
45 1306 901 H
45 1307 1014 H
45 1308 114 H
45 1309 810 H
45 1310 2221 H
45 1401 753 H
45 1402 2748 H
45 1403 928 H
45 1404 3512 H
45 1405 795 H
45 1406 958 H
45 1407 7 H
45 1408 -99 H
45 1409 -99 H
45 1410 170 H
45 1501 -99 H
45 1502 -99 H
45 1503 -99 H
45 1504 -99 H
45 1505 -99 H
45 1506 -99 H
45 1507 -99 H
45 1508 -99 H
45 1601 1879 H
45 1602 2714 H
45 1700 894 H
45 1801 221 H
45 1802 446 H
45 1803 -99 H
45 1804 5124 H
45 1901 1759 H
45 1902 539 H
45 1903 324 H
45 1904 3117 H
45 1905 980 H
45 1906 23093 H
45 1907 2 H
45 1908 406 H
45 1909 5718 H
45 1911 374 H
45 2101 3 H
45 2102 1 H
45 2103 -99 H
45 2104 2072 H
45 2105 732 H
45 9998 -99 H
45 0101 589 M
45 0102 304 M
45 0103 167 M
45 0104 4427 M
45 0105 139 M
45 0106 655 M
45 0201 2612 M
45 0202 1069 M
45 0203 144 M
45 0204 1066 M
45 0205 702 M
45 0206 359 M
45 0207 -99 M
45 0208 292 M
45 0209 7145 M
45 0210 164 M
45 0211 147 M
45 0212 553 M
45 0213 2837 M
45 0301 952 M
45 0302 738 M
45 0401 766 M
45 0402 1975 M
45 0501 169 M
45 0502 173 M
45 0503 87 M
45 0504 3124 M
45 0505 2504 M
45 0506 2889 M
45 0601 158 M
45 0602 197 M
45 0603 535 M
45 0604 724 M
45 0605 10147 M
45 0701 3 M
45 0702 506 M
45 0800 290 M
45 0901 1041 M
45 0902 261 M
45 0903 1382 M
45 0904 710 M
45 0905 914 M
45 0906 1810 M
45 0907 8853 M
45 0908 7071 M
45 0909 475 M
45 0910 54 M
45 0911 2943 M
45 1001 641 M
45 1002 8414 M
45 1003 9865 M
45 1004 115 M
45 1005 232 M
45 1006 2011 M
45 1007 1338 M
45 1008 4756 M
45 1101 44 M
45 1102 103 M
45 1103 192 M
45 1104 248 M
45 1105 316 M
45 1106 854 M
45 1107 112 M
45 1108 1227 M
45 1109 349 M
45 1110 1359 M
45 1111 1091 M
45 1112 848 M
45 1113 655 M
45 1114 949 M
45 1115 301 M
45 1116 953 M
45 1117 2820 M
45 1118 1035 M
45 1119 2237 M
45 1120 1677 M
45 1201 805 M
45 1202 53 M
45 1203 1518 M
45 1301 271 M
45 1302 2006 M
45 1303 89 M
45 1304 432 M
45 1305 72 M
45 1306 1188 M
45 1307 806 M
45 1308 199 M
45 1309 334 M
45 1310 2173 M
45 1401 654 M
45 1402 1672 M
45 1403 592 M
45 1404 3755 M
45 1405 -99 M
45 1406 -99 M
45 1407 307 M
45 1408 462 M
45 1409 127 M
45 1410 1374 M
45 1501 4 M
45 1502 686 M
45 1503 7386 M
45 1504 3477 M
45 1505 609 M
45 1506 38 M
45 1507 95 M
45 1508 754 M
45 1601 2829 M
45 1602 2124 M
45 1700 601 M
45 1801 299 M
45 1802 904 M
45 1803 -99 M
45 1804 3362 M
45 1901 637 M
45 1902 150 M
45 1903 360 M
45 1904 7391 M
45 1905 1187 M
45 1906 9410 M
45 1907 25 M
45 1908 699 M
45 1909 5508 M
45 1911 488 M
45 2101 12 M
45 2102 6 M
45 2103 -99 M
45 2104 1252 M
45 2105 793 M
45 9999 -99 M
8 0101 7051 H
8 0102 2967 H
8 0103 17429 H
8 0104 32670 H
8 0105 5460 H
8 0106 22786 H
8 0201 52186 H
8 0202 45326 H
8 0203 3836 H
8 0204 251 H
8 0205 -99 H
8 0206 -99 H
8 0207 19854 H
8 0208 31186 H
8 0209 156562 H
8 0210 2302 H
8 0211 2294 H
8 0212 -99 H
8 0213 18538 H
8 0301 12222 H
8 0302 9730 H
8 0401 28712 H
8 0402 17847 H
8 0501 33773 H
8 0502 26931 H
8 0503 18329 H
8 0504 137368 H
8 0505 51011 H
8 0506 82021 H
8 0601 21688 H
8 0602 1767 H
8 0603 11516 H
8 0604 4744 H
8 0605 69682 H
8 0701 861 H
8 0702 4571 H
8 0800 3874 H
8 0901 17558 H
8 0902 10666 H
8 0903 42525 H
8 0904 26070 H
8 0905 13065 H
8 0906 33965 H
8 0907 91102 H
8 0908 128751 H
8 0909 45745 H
8 0910 3057 H
8 0911 68706 H
8 1001 16047 H
8 1002 78943 H
8 1003 29163 H
8 1004 1336 H
8 1005 5782 H
8 1006 104157 H
8 1007 3695 H
8 1008 105445 H
8 1101 1518 H
8 1102 2180 H
8 1103 4828 H
8 1104 7880 H
8 1105 4453 H
8 1106 12986 H
8 1107 10268 H
8 1108 9759 H
8 1109 6585 H
8 1110 8426 H
8 1111 15754 H
8 1112 13634 H
8 1113 8734 H
8 1114 11971 H
8 1115 13045 H
8 1116 16038 H
8 1117 23814 H
8 1118 18864 H
8 1119 21118 H
8 1120 21621 H
8 1201 20366 H
8 1202 954 H
8 1203 23418 H
8 1301 15237 H
8 1302 20742 H
8 1303 8550 H
8 1304 20969 H
8 1305 3154 H
8 1306 17799 H
8 1307 15717 H
8 1308 4469 H
8 1309 24244 H
8 1310 15331 H
8 1401 12584 H
8 1402 30882 H
8 1403 11899 H
8 1404 52757 H
8 1405 16470 H
8 1406 21812 H
8 1407 485 H
8 1408 -99 H
8 1409 -99 H
8 1410 2609 H
8 1501 -99 H
8 1502 -99 H
8 1503 -99 H
8 1504 -99 H
8 1505 -99 H
8 1506 -99 H
8 1507 -99 H
8 1508 -99 H
8 1601 27099 H
8 1602 18456 H
8 1700 18640 H
8 1801 4252 H
8 1802 3256 H
8 1803 3152 H
8 1804 75341 H
8 1901 19307 H
8 1902 9481 H
8 1903 5992 H
8 1904 80289 H
8 1905 23752 H
8 1906 78648 H
8 1907 4778 H
8 1908 5044 H
8 1909 93545 H
8 1911 9067 H
8 2101 743 H
8 2102 16 H
8 2103 27 H
8 2104 41841 H
8 2105 19361 H
8 9998 30778 H
8 0101 6987 M
8 0102 4615 M
8 0103 4052 M
8 0104 23775 M
8 0105 2604 M
8 0106 16338 M
8 0201 33026 M
8 0202 14755 M
8 0203 2372 M
8 0204 25621 M
8 0205 8362 M
8 0206 6435 M
8 0207 -99 M
8 0208 6805 M
8 0209 115784 M
8 0210 2108 M
8 0211 1633 M
8 0212 7819 M
8 0213 22458 M
8 0301 13268 M
8 0302 8270 M
8 0401 18382 M
8 0402 29145 M
8 0501 49489 M
8 0502 8096 M
8 0503 7226 M
8 0504 96500 M
8 0505 74667 M
8 0506 135767 M
8 0601 51662 M
8 0602 2182 M
8 0603 8698 M
8 0604 5724 M
8 0605 71387 M
8 0701 1003 M
8 0702 4154 M
8 0800 4703 M
8 0901 22848 M
8 0902 6446 M
8 0903 18801 M
8 0904 10735 M
8 0905 14987 M
8 0906 30295 M
8 0907 125573 M
8 0908 125047 M
8 0909 15672 M
8 0910 4796 M
8 0911 50395 M
8 1001 18637 M
8 1002 60310 M
8 1003 40402 M
8 1004 1226 M
8 1005 3990 M
8 1006 40094 M
8 1007 17382 M
8 1008 102082 M
8 1101 941 M
8 1102 1889 M
8 1103 3079 M
8 1104 3571 M
8 1105 4913 M
8 1106 10715 M
8 1107 1820 M
8 1108 14144 M
8 1109 5586 M
8 1110 10188 M
8 1111 15001 M
8 1112 14599 M
8 1113 5763 M
8 1114 14454 M
8 1115 3534 M
8 1116 12046 M
8 1117 27115 M
8 1118 16863 M
8 1119 15006 M
8 1120 19785 M
8 1201 20520 M
8 1202 1138 M
8 1203 34587 M
8 1301 19959 M
8 1302 56467 M
8 1303 8050 M
8 1304 34539 M
8 1305 6336 M
8 1306 24349 M
8 1307 16833 M
8 1308 10269 M
8 1309 31483 M
8 1310 19186 M
8 1401 24622 M
8 1402 24286 M
8 1403 9071 M
8 1404 59948 M
8 1405 -99 M
8 1406 -99 M
8 1407 7228 M
8 1408 4857 M
8 1409 849 M
8 1410 12819 M
8 1501 149 M
8 1502 2786 M
8 1503 86163 M
8 1504 59471 M
8 1505 5739 M
8 1506 1522 M
8 1507 1945 M
8 1508 16836 M
8 1601 22260 M
8 1602 14252 M
8 1700 14544 M
8 1801 3826 M
8 1802 5656 M
8 1803 1408 M
8 1804 70298 M
8 1901 15971 M
8 1902 4611 M
8 1903 8353 M
8 1904 201536 M
8 1905 40750 M
8 1906 107964 M
8 1907 2596 M
8 1908 6746 M
8 1909 98777 M
8 1911 7435 M
8 2101 262 M
8 2102 187 M
8 2103 21 M
8 2104 35281 M
8 2105 21721 M
8 9999 35929 M
17 0101 394 H
17 0102 459 H
17 0103 902 H
17 0104 3174 H
17 0105 164 H
17 0106 1671 H
17 0201 5285 H
17 0202 3827 H
17 0203 448 H
17 0204 16 H
17 0205 -99 H
17 0206 -99 H
17 0207 2059 H
17 0208 3260 H
17 0209 15019 H
17 0210 57 H
17 0211 61 H
17 0212 -99 H
17 0213 1570 H
17 0301 1233 H
17 0302 667 H
17 0401 1833 H
17 0402 1118 H
17 0501 3777 H
17 0502 1739 H
17 0503 904 H
17 0504 8995 H
17 0505 3346 H
17 0506 5113 H
17 0601 3147 H
17 0602 1016 H
17 0603 785 H
17 0604 305 H
17 0605 6343 H
17 0701 38 H
17 0702 297 H
17 0800 242 H
17 0901 611 H
17 0902 1950 H
17 0903 4523 H
17 0904 1843 H
17 0905 1364 H
17 0906 2463 H
17 0907 9117 H
17 0908 21106 H
17 0909 3180 H
17 0910 549 H
17 0911 6197 H
17 1001 1270 H
17 1002 8135 H
17 1003 4183 H
17 1004 128 H
17 1005 623 H
17 1006 8920 H
17 1007 379 H
17 1008 9568 H
17 1101 24 H
17 1102 153 H
17 1103 242 H
17 1104 748 H
17 1105 465 H
17 1106 1699 H
17 1107 1146 H
17 1108 1097 H
17 1109 713 H
17 1110 497 H
17 1111 2112 H
17 1112 950 H
17 1113 1271 H
17 1114 1105 H
17 1115 1239 H
17 1116 932 H
17 1117 3109 H
17 1118 2195 H
17 1119 2126 H
17 1120 2482 H
17 1201 2671 H
17 1202 17 H
17 1203 3600 H
17 1301 2201 H
17 1302 3030 H
17 1303 392 H
17 1304 1451 H
17 1305 144 H
17 1306 1278 H
17 1307 1300 H
17 1308 1250 H
17 1309 2249 H
17 1310 1419 H
17 1401 1613 H
17 1402 2815 H
17 1403 1176 H
17 1404 4810 H
17 1405 2255 H
17 1406 1514 H
17 1407 40 H
17 1408 -99 H
17 1409 -99 H
17 1410 95 H
17 1501 -99 H
17 1502 -99 H
17 1503 -99 H
17 1504 -99 H
17 1505 -99 H
17 1506 -99 H
17 1507 -99 H
17 1508 -99 H
17 1601 1528 H
17 1602 2829 H
17 1700 1568 H
17 1801 650 H
17 1802 676 H
17 1803 925 H
17 1804 7802 H
17 1901 2867 H
17 1902 457 H
17 1903 726 H
17 1904 10213 H
17 1905 2493 H
17 1906 7472 H
17 1907 145 H
17 1908 357 H
17 1909 7223 H
17 1911 1592 H
17 2101 7 H
17 2102 -99 H
17 2103 -99 H
17 2104 1885 H
17 2105 1342 H
17 9998 3927 H
17 0101 263 M
17 0102 487 M
17 0103 180 M
17 0104 2362 M
17 0105 24 M
17 0106 1549 M
17 0201 3209 M
17 0202 1431 M
17 0203 233 M
17 0204 2211 M
17 0205 831 M
17 0206 1100 M
17 0207 -99 M
17 0208 628 M
17 0209 10301 M
17 0210 58 M
17 0211 83 M
17 0212 856 M
17 0213 1486 M
17 0301 1331 M
17 0302 690 M
17 0401 1997 M
17 0402 2039 M
17 0501 5017 M
17 0502 1174 M
17 0503 258 M
17 0504 5486 M
17 0505 5929 M
17 0506 5415 M
17 0601 4373 M
17 0602 1165 M
17 0603 366 M
17 0604 614 M
17 0605 6931 M
17 0701 42 M
17 0702 380 M
17 0800 344 M
17 0901 1016 M
17 0902 1223 M
17 0903 2144 M
17 0904 622 M
17 0905 1573 M
17 0906 3263 M
17 0907 10805 M
17 0908 14868 M
17 0909 1800 M
17 0910 584 M
17 0911 4770 M
17 1001 1344 M
17 1002 5977 M
17 1003 5450 M
17 1004 150 M
17 1005 301 M
17 1006 3327 M
17 1007 1298 M
